tier,wins,losses,veteran,inactive,freshBlood,hotStreak,role,winRate,totalGames,region
GRANDMASTER,54,31,False,False,True,True,Bottom,63.53,85,NorthAmerica
GRANDMASTER,165,143,False,False,True,False,Top,53.57,308,NorthAmerica
GRANDMASTER,159,148,False,False,True,False,Mid,51.79,307,NorthAmerica
GRANDMASTER,87,79,False,False,False,False,Top,52.41,166,NorthAmerica
GRANDMASTER,64,59,False,False,False,False,Bottom,52.03,123,NorthAmerica
GRANDMASTER,53,38,False,False,False,True,Mid,58.24,91,NorthAmerica
GRANDMASTER,31,22,False,False,True,False,Bottom,58.49,53,NorthAmerica
GRANDMASTER,138,118,False,False,True,True,Bottom,53.91,256,NorthAmerica
GRANDMASTER,124,116,False,False,False,True,Bottom,51.67,240,NorthAmerica
GRANDMASTER,116,87,False,False,False,False,Top,57.14,203,NorthAmerica
GRANDMASTER,93,69,False,False,False,False,Jungle,57.41,162,NorthAmerica
GRANDMASTER,272,264,False,False,True,True,Top,50.75,536,NorthAmerica
GRANDMASTER,50,40,False,False,True,True,Jungle,55.56,90,NorthAmerica
GRANDMASTER,162,154,True,False,False,False,Mid,51.27,316,NorthAmerica
GRANDMASTER,92,89,False,False,True,False,Bottom,50.83,181,NorthAmerica
GRANDMASTER,68,59,False,False,False,False,Jungle,53.54,127,NorthAmerica
GRANDMASTER,66,50,False,False,True,True,Top,56.9,116,NorthAmerica
GRANDMASTER,49,40,False,False,True,False,Top,55.06,89,NorthAmerica
GRANDMASTER,35,27,False,False,False,False,Jungle,56.45,62,NorthAmerica
GRANDMASTER,29,20,False,False,False,False,Jungle,59.18,49,NorthAmerica
GRANDMASTER,131,121,False,False,True,True,Top,51.98,252,NorthAmerica
GRANDMASTER,127,122,False,False,True,True,Bottom,51.0,249,NorthAmerica
GRANDMASTER,80,62,False,False,True,True,Bottom,56.34,142,NorthAmerica
